subjID,cost,goal,exptPart,trialNumber,roleCurrent,marblesSampled,probRed,practiceLambda,trialLambda,instructedLambda,sd,drawnRed,reportedRed,inferredRed,playerTrialScore,oppTrialScore,playerTotalScore,oppTotalScore,waitTime,responseTime,catchQuestion,catchKey,catchResponse,catchTime,trialTime
sona-38338,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,8.1,45,68,73,28,-28,28,-28,2672.385659555648,1682395443821,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",45,51,1682395443822,0
sona-34862,unif,over,practice,1,sender,100,0.5,5,0.3,honest,8.1,72,47,36,0,-36,0,-36,2182.6924480326625,1682370783206,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",72,72,1682370783207,0
sona-40762,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,8.1,40,33,19,0,-21,0,-21,2064.9838574279793,1682399443583,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",40,40,1682399443583,0
sona-45560,unif,over,practice,1,sender,100,0.5,5,21.9,honest,8.1,69,69,69,0,0,0,0,2307.460898601499,1682392636368,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",69,4,1682392636368,0
sona-38710,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,8.1,33,30,22,0,-11,0,-11,3035.022295307662,1682383505767,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",33,33,1682383505767,0
sona-45172,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,8.1,65,65,59,0,-6,0,-6,2735.7298172752467,1682388461108,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",65,56,1682388461109,0
sona-48351,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_big,8.1,80,68,78,0,-2,0,-2,2850.3908995574247,1682292518556,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",80,68,1682292518557,0
sona-43182,unif,over,practice,1,sender,100,0.5,5,8.1,honest,8.1,76,76,70,0,-6,0,-6,2598.81521202055,1682213909043,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",76,71,1682213909043,0
sona-37555,unif,over,practice,1,sender,100,0.5,5,21.9,honest,8.1,65,59,49,0,-16,0,-16,2454.352573475441,1682036875167,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",65,59,1682036875168,0
sona-42910,unif,over,practice,1,sender,100,0.5,5,0.3,honest,8.1,45,54,50,5,-5,5,-5,2185.356204912288,1682200009126,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",45,45,1682200009127,0
sona-41054,unif,over,practice,1,sender,100,0.5,5,0.3,honest,8.1,84,74,72,0,-12,0,-12,2377.8801259816955,1682214159328,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",84,74,1682214159329,0
sona-42341,unif,over,practice,1,sender,100,0.5,5,0.3,honest,8.1,43,49,49,6,-6,6,-6,2152.1289482274715,1682288414069,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",43,43,1682288414070,0
sona-36903,unif,over,practice,1,sender,100,0.5,5,21.9,honest,8.1,54,57,41,0,-13,0,-13,2348.274700521465,1682294329587,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",54,57,1682294329588,0
sona-48170,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,8.1,52,53,44,0,-8,0,-8,2600.146208910576,1682138581842,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",52,51,1682138581843,0
sona-44915,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,8.1,40,41,28,0,-12,0,-12,2516.675906399193,1682316642505,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",40,40,1682316642505,0
sona-32146,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,8.1,55,58,50,0,-5,0,-5,2528.231827468414,1682210822694,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",55,52,1682210822694,0
sona-40453,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_big,8.1,64,77,67,3,-3,3,-3,2244.019369318987,1682039744658,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",64,77,1682039744659,0
sona-42550,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,8.1,41,53,46,5,-5,5,-5,2852.795846495099,1682102181549,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",41,41,1682102181550,0
sona-45807,unif,over,practice,1,sender,100,0.5,5,21.9,honest,8.1,44,44,50,6,-6,6,-6,2133.69819358461,1682360712564,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",44,46,1682360712565,0
sona-38117,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_big,8.1,54,56,49,0,-5,0,-5,2310.689769353663,1682347907762,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",54,54,1682347907763,0
sona-42161,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,8.1,56,48,43,0,-13,0,-13,2666.7787406423454,1682041928963,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",56,51,1682041928963,0
sona-47676,unif,over,practice,1,sender,100,0.5,5,21.9,honest,8.1,81,95,100,19,-19,19,-19,2569.44952097188,1682387612968,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",81,81,1682387612969,0
sona-38286,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,8.1,78,71,67,0,-11,0,-11,3207.214824028684,1682377829366,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",78,78,1682377829367,0
sona-42032,unif,over,practice,1,sender,100,0.5,5,21.9,honest,8.1,16,25,26,10,-10,10,-10,2298.4867478964597,1682201421652,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",16,16,1682201421653,0
sona-39291,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,8.1,68,74,61,0,-7,0,-7,3036.8217071957315,1682360175691,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",68,68,1682360175692,0
sona-33720,unif,over,practice,1,sender,100,0.5,5,0.3,honest,8.1,52,57,63,11,-11,11,-11,2380.024616795741,1682300025331,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",52,52,1682300025334,0
sona-40961,unif,over,practice,1,sender,100,0.5,5,8.1,honest,8.1,72,64,56,0,-16,0,-16,3051.0935691091013,1682361858048,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",72,72,1682361858048,0
sona-48517,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,8.1,68,66,42,0,-26,0,-26,2269.572557963066,1682037175372,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",68,66,1682037175372,0
sona-45545,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_big,8.1,49,35,24,0,-25,0,-25,2114.695778394336,1682301422178,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",49,35,1682301422178,0
sona-47082,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_big,8.1,77,75,61,0,-16,0,-16,2119.269226371536,1682319962928,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",77,75,1682319962929,0
sona-48463,unif,over,practice,1,sender,100,0.5,5,8.1,honest,8.1,46,48,44,0,-2,0,-2,2337.288624168444,1682189628884,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",46,46,1682189628885,0
sona-48160,unif,over,practice,1,sender,100,0.5,5,8.1,honest,8.1,63,63,66,3,-3,3,-3,2474.366632540104,1682298037053,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",63,63,1682298037054,0
sona-43075,unif,over,practice,1,sender,100,0.5,5,21.9,honest,8.1,37,45,35,0,-2,0,-2,3108.2245762184607,1682290119792,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",37,37,1682290119793,0
sona-46723,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,8.1,9,7,0,0,-9,0,-9,3202.3419348871184,1682395551620,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",9,9,1682395551621,0
sona-43825,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,8.1,45,49,39,0,-6,0,-6,2482.1624959899964,1682053163386,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",45,55,1682053163386,0
sona-40321,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_big,8.1,75,68,53,0,-22,0,-22,2089.69766232496,1682203761142,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",75,75,1682203761143,0
sona-48439,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,8.1,25,19,12,0,-13,0,-13,2729.2234201422893,1682374686286,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",25,19,1682374686287,0
sona-47467,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,8.1,62,56,41,0,-21,0,-21,2760.0041159912935,1682297740995,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",62,61,1682297740996,0
sona-46893,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,8.1,58,63,59,1,-1,1,-1,2432.572861460475,1682178844772,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",58,59,1682178844772,0
sona-41497,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,8.1,70,70,74,4,-4,4,-4,2209.8363787672542,1682304302007,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",70,30,1682304302008,0
sona-41395,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,8.1,71,82,66,0,-5,0,-5,2723.785042999458,1682374669298,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",71,75,1682374669299,0
sona-47596,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,8.1,91,90,87,0,-4,0,-4,2290.915528280959,1682287932469,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",91,90,1682287932470,0
