subjID,cost,goal,exptPart,trialNumber,roleCurrent,marblesSampled,probRed,practiceLambda,trialLambda,instructedLambda,sd,drawnRed,reportedRed,inferredRed,playerTrialScore,oppTrialScore,playerTotalScore,oppTotalScore,waitTime,responseTime,catchQuestion,catchKey,catchResponse,catchTime,trialTime
sona-48529,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,8.1,66,67,80,-14,14,-8,8,5322.979201847889,1682230920426,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",67,63,1682230920426,0
sona-45874,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,63,56,50,-13,0,-13,-15,5631.009891087811,1682038841784,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",56,57,1682038841784,0
sona-40699,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,8.1,23,20,23,0,0,0,-17,5273.673285838737,1682031594367,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",20,23,1682031594367,0
sona-42309,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,85,79,69,-16,0,-16,-9,6179.438301885267,1682385213470,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",79,79,1682385213470,0
sona-45141,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,8.1,64,69,65,-1,1,7,-7,5366.540520195964,1682052521231,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",69,69,1682052521231,0
sona-48289,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,38,50,50,-12,12,-9,9,7406.511372426282,1682358441713,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",50,50,1682358441713,0
sona-36879,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,8.1,61,57,60,-1,0,-1,-10,6359.536315765116,1682181514359,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",57,45,1682181514359,0
sona-37012,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,8.1,22,34,25,-3,3,5,-5,5148.614169906488,1682285387032,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",34,50,1682285387032,0
sona-41913,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,8.1,74,80,50,-24,0,-24,0,5365.454051159692,1682374450921,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",80,80,1682374450921,0
sona-36087,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,8.1,22,21,30,-8,8,-8,-10,5241.684442433269,1682040944634,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",21,21,1682040944634,0
sona-39364,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,8.1,81,77,77,-4,0,-4,-9,6796.962423470063,1682375326970,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",77,77,1682375326971,0
sona-40586,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,8.1,60,72,84,-24,24,-24,10,5597.641739313722,1682383928119,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",72,72,1682383928119,0
sona-43943,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,35,38,30,-5,0,-1,-4,5818.087997776498,1682202901181,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",38,38,1682202901181,0
sona-48533,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,8.1,46,47,20,-26,0,-5,-21,5187.821239686455,1682309229032,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",47,47,1682309229032,0
sona-31620,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,76,72,50,-26,0,-26,-3,7340.226794201107,1682278682216,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",72,50,1682278682216,0
sona-37824,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,8.1,44,42,38,-6,0,-6,-4,5138.960655546476,1682309699393,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",42,42,1682309699393,0
sona-39247,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,8.1,53,51,49,-4,0,-4,-9,6880.804754768176,1682292128731,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",51,49,1682292128731,0
sona-43765,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,8.1,58,74,74,-16,16,-16,15,6864.353844268659,1682214729158,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",74,74,1682214729158,0
sona-47589,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,8.1,32,40,52,-20,20,-20,-37,5657.108276589872,1682296351413,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",40,44,1682296351413,0
sona-41298,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,8.1,65,75,60,-5,0,-5,-6,5864.893077799925,1682128153235,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",75,75,1682128153235,0
sona-46048,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,8.1,54,60,55,-1,1,4,-4,5499.923051101785,1682034361081,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",60,60,1682034361081,0
sona-31505,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,8.1,67,69,59,-8,0,-8,-14,5393.340242853802,1682347400586,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",69,69,1682347400587,0
sona-42210,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,8.1,48,43,46,-2,0,-2,-18,7001.729958079084,1682232244725,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",43,43,1682232244725,0
sona-40738,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,8.1,63,51,49,-14,0,-14,-4,5228.711123970143,1682055042519,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",51,51,1682055042519,0
sona-39524,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,64,79,35,-29,0,-29,-20,5642.707845042574,1682310723791,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",79,75,1682310723791,0
sona-43417,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,48,58,50,-2,2,-2,-6,6642.392325701847,1682323776977,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",58,58,1682323776978,0
sona-43010,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,8.1,36,46,46,-10,10,-10,-15,5771.086526587684,1682366801470,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",46,46,1682366801470,0
sona-47116,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,76,80,70,-6,0,-6,-35,7115.687489364926,1682361784553,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",80,80,1682361784553,0
sona-39334,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,69,88,75,-6,6,-6,-14,6675.063938440982,1682053979820,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",88,88,1682053979820,0
sona-42504,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,8.1,59,64,55,-4,0,12,-16,5609.216504429112,1682024942490,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",64,64,1682024942490,0
sona-45845,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,8.1,16,38,43,-27,27,-27,1,6521.244883698633,1682398051006,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",38,45,1682398051006,0
sona-45516,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,8.1,54,58,45,-9,0,-5,-4,6811.510362619283,1682187688607,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",58,58,1682187688608,0
sona-44756,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,11,12,54,-43,43,-39,39,7170.056918013655,1682053497753,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",12,12,1682053497753,0
sona-45002,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,8.1,59,70,50,-9,0,-9,-13,7343.325649898305,1682359930611,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",70,70,1682359930611,0
sona-38162,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,8.1,58,65,65,-7,7,-7,4,6286.922589362788,1682394257896,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",65,65,1682394257896,0
sona-37917,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,8.1,50,52,40,-10,0,4,-14,5586.591973769722,1682230250956,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",52,52,1682230250957,0
sona-45690,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,48,33,30,-18,0,-18,-1,5236.6712995723865,1682108832254,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",33,30,1682108832254,0
sona-40216,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,8.1,70,73,87,-17,17,-17,7,5253.418415823123,1682060851842,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",73,72,1682060851842,0
sona-40847,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,61,71,70,-9,9,-9,0,5767.709668882818,1682367622296,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",71,71,1682367622297,0
sona-42591,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,8.1,16,18,25,-9,9,-9,-15,5955.305262776297,1682223745920,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",18,18,1682223745920,0
sona-41128,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,8.1,60,54,45,-15,0,-15,-54,5415.842798862156,1682398418686,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",54,54,1682398418686,0
sona-44536,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,8.1,43,54,20,-23,0,-23,-12,7364.484851199343,1682298741742,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",54,54,1682298741742,0
sona-36609,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,8.1,88,90,50,-38,0,-38,-2,5346.865574941903,1682275037943,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",90,90,1682275037944,0
sona-48515,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,8.1,54,70,60,-6,6,-6,-3,6164.074273179049,1682056888541,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",70,70,1682056888541,0
sona-45798,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,73,79,70,-3,0,-3,-6,6824.950109008149,1682375390235,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",79,70,1682375390236,0
sona-40719,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,8.1,41,34,40,-1,0,9,-10,5790.6877509673905,1682304293508,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",34,34,1682304293508,0
sona-44062,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,8.1,54,66,40,-14,0,-3,-11,5540.9762034873565,1682377441528,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",66,66,1682377441528,0
sona-40975,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,8.1,32,37,43,-11,11,-11,6,6490.865672813146,1682385652426,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",37,35,1682385652426,0
sona-45274,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,8.1,17,20,18,-1,1,-1,1,6708.311742001941,1682372189390,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",20,20,1682372189390,0
sona-32963,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,8.1,69,78,50,-19,0,-19,-17,6262.1159446711845,1682070270091,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",78,78,1682070270092,0
sona-38416,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,29,31,34,-5,5,2,-2,6112.437043747537,1682032465905,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",31,31,1682032465906,0
sona-38338,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,8.1,18,28,20,-2,2,26,-26,6235.62511545543,1682395518138,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",28,28,1682395518138,0
sona-34862,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,8.1,50,62,45,-5,0,-5,-36,7199.799144029845,1682370862100,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",62,62,1682370862100,0
sona-40762,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,8.1,64,74,68,-4,4,-4,-17,5183.048070358751,1682399479772,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",74,68,1682399479773,0
sona-45560,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,68,65,65,-3,0,-3,0,7455.0359236952945,1682392687225,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",65,65,1682392687225,0
sona-38710,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,8.1,56,60,63,-7,7,-7,-4,5962.151118802998,1682383622654,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",60,60,1682383622655,0
sona-45172,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,8.1,17,13,13,-4,0,-4,-6,6360.799975202513,1682388495261,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",13,13,1682388495262,0
sona-48351,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,30,28,27,-3,0,-3,-2,5404.2884755677205,1682292602957,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",28,28,1682292602957,0
sona-43182,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,8.1,33,32,39,-6,6,-6,0,5394.472516931166,1682213939428,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",32,32,1682213939428,0
sona-37555,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,60,71,71,-11,11,-11,-5,6570.252056847457,1682036915099,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",71,71,1682036915099,0
sona-42910,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,8.1,25,41,36,-11,11,-6,6,6007.819119107742,1682200041671,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",41,41,1682200041671,0
sona-41054,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,8.1,60,70,60,0,0,0,-12,6371.11875126954,1682214263029,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",70,70,1682214263029,0
sona-42341,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,8.1,86,99,51,-35,0,-29,-6,5233.508103285262,1682288460466,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",99,99,1682288460466,0
sona-36903,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,53,54,58,-5,5,-5,-8,6916.969527232387,1682294421363,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",54,58,1682294421363,0
sona-48170,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,8.1,36,57,51,-15,15,-15,7,7015.379487038731,1682138627995,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",57,57,1682138627995,0
sona-44915,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,8.1,67,68,65,-2,0,-2,-12,7371.158799847959,1682316690818,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",68,68,1682316690818,0
sona-32146,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,8.1,82,87,50,-32,0,-32,-5,5222.064327602427,1682210906580,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",87,87,1682210906580,0
sona-40453,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,57,58,53,-4,0,-1,-3,5987.690355917175,1682039868459,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",58,58,1682039868459,0
sona-42550,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,8.1,64,61,52,-12,0,-7,-5,6787.429860841214,1682102231886,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",61,61,1682102231886,0
sona-45807,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,22,27,24,-2,2,4,-4,6305.620336478544,1682360760573,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",27,27,1682360760573,0
sona-38117,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,69,73,69,0,0,0,-5,6898.159902648111,1682347972088,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",73,73,1682347972088,0
sona-42161,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,8.1,63,87,55,-8,0,-8,-13,6821.507527989266,1682041976422,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",87,88,1682041976422,0
sona-47676,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,39,57,31,-8,0,11,-19,5663.861915470203,1682387652452,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",57,57,1682387652452,0
sona-38286,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,8.1,37,44,48,-11,11,-11,0,5887.0040078662605,1682377866536,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",44,44,1682377866537,0
sona-42032,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,25,16,10,-15,0,-5,-10,5467.893052518613,1682201454669,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",16,16,1682201454669,0
sona-39291,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,8.1,51,63,59,-8,8,-8,1,6049.490342499793,1682360211622,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",63,64,1682360211623,0
sona-33720,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,8.1,51,51,55,-4,4,7,-7,7223.623897410089,1682300138264,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",51,51,1682300138264,0
sona-40961,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,8.1,54,52,54,0,0,0,-16,5657.447933082933,1682361899984,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",52,52,1682361899984,0
sona-48517,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,8.1,33,39,41,-8,8,-8,-18,6000.642240039142,1682037227069,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",39,36,1682037227069,0
sona-45545,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,50,44,50,0,0,0,-25,5526.559952078504,1682301450828,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",44,44,1682301450828,0
sona-47082,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,57,62,64,-7,7,-7,-9,5443.945263443841,1682320011790,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",62,66,1682320011790,0
sona-48463,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,8.1,53,50,52,-1,0,-1,-2,6638.956700422494,1682189657007,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",50,50,1682189657007,0
sona-48160,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,8.1,85,97,49,-36,0,-33,-3,6395.249586760083,1682298080188,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",97,97,1682298080188,0
sona-43075,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,8.1,20,34,36,-16,16,-16,14,5425.2822617487545,1682290181895,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",34,34,1682290181895,0
sona-46723,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,8.1,70,73,69,-1,0,-1,-9,7407.0186238907745,1682395614663,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",73,73,1682395614664,0
sona-43825,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,8.1,27,22,23,-4,0,-4,-6,6848.30941855303,1682053216739,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",22,22,1682053216739,0
sona-40321,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,33,39,50,-17,17,-17,-5,6595.713398813537,1682203819591,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",39,39,1682203819591,0
sona-48439,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,8.1,92,100,80,-12,0,-12,-13,6296.729400592161,1682374729634,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",100,100,1682374729634,0
sona-47467,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,8.1,35,41,37,-2,2,-2,-19,5649.5569735738,1682297781057,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",41,41,1682297781057,0
sona-46893,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,8.1,44,56,59,-15,15,-14,14,7439.019914745555,1682178952121,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",56,56,1682178952121,0
sona-41497,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,8.1,67,73,70,-3,3,1,-1,6271.503092664744,1682304387885,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",73,70,1682304387885,0
sona-41395,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,8.1,44,53,60,-16,16,-16,11,7321.609125369886,1682374754867,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",53,60,1682374754867,0
sona-47596,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,8.1,39,58,60,-21,21,-21,17,6571.176364805161,1682287982388,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",58,58,1682287982388,0
