subjID,cost,goal,exptPart,trialNumber,roleCurrent,marblesSampled,probRed,practiceLambda,trialLambda,instructedLambda,drawnRed,reportedRed,inferredRed,playerTrialScore,oppTrialScore,playerTotalScore,oppTotalScore,waitTime,responseTime,catchQuestion,catchKey,catchResponse,catchTime,trialTime
sona-42693,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,38,43,40,-2,2,-2,-12,6644.945607329983,1680758708735,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",43,43,1680758708735,0
sona-47887,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,26,32,30,-4,4,-4,0,5689.932303432086,1678907582507,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",32,30,1678907582507,0
sona-41007,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,32,36,33,-1,1,-1,-3,6583.8314113060305,1680759501450,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",36,36,1680759501450,0
sona-32529,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,30,34,38,-8,8,2,-2,5363.879492758981,1680818079509,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",34,38,1680818079509,0
sona-43493,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,61,68,63,-2,2,-2,-1,5431.349059914988,1680741443568,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",68,68,1680741443568,0
sona-47983,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,43,47,40,-3,0,0,-3,5458.910064297568,1678904764720,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",47,47,1678904764720,0
sona-41441,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,41,46,66,-25,25,-25,13,5650.636933669413,1680737679073,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",46,66,1680737679073,0
sona-38309,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,15,19,19,-4,4,-4,-2,6670.174298588747,1678910548723,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",19,19,1678910548723,0
sona-45639,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,40,43,34,-6,0,3,-9,7448.198760260313,1680754439092,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",43,43,1680754439093,0
sona-41800,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,53,60,49,-4,0,11,-15,7232.115132432368,1680842785302,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",60,60,1680842785302,0
sona-38020,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,29,32,32,-3,3,-3,-1,6731.434355449335,1681075742106,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",32,32,1681075742106,0
sona-45005,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,17,20,26,-9,9,-2,2,6104.216448876396,1680736420991,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",20,20,1680736420991,0
sona-45588,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,72,80,85,-13,13,-11,11,5188.3546512095345,1680998958838,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",80,80,1680998958838,0
sona-40335,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,69,74,26,-43,0,-27,-16,6579.862958817432,1681112536785,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",74,74,1681112536785,0
sona-47223,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,84,90,85,-1,1,-1,-3,6383.488231966575,1680896164678,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",90,90,1680896164678,0
sona-41318,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,65,70,80,-15,15,-14,14,6735.64776582902,1680888705855,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",70,70,1680888705855,0
sona-34920,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,66,71,48,-18,0,-2,-16,6648.329773980063,1680755820040,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",71,74,1680755820040,0
sona-46936,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,59,64,55,-4,0,-4,-19,5194.867462307013,1680912863192,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",64,97,1680912863192,0
sona-48181,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,76,83,60,-16,0,-16,-16,5278.287468944194,1680827071090,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",83,83,1680827071090,0
sona-46920,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,60,66,55,-5,0,-5,-14,5970.642350710609,1681143687136,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",66,66,1681143687136,0
sona-38554,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,35,44,45,-10,10,-10,6,5357.2560205219215,1680831395559,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",44,44,1680831395559,0
sona-38104,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,62,70,50,-12,0,-12,-18,6350.541071416103,1681166157343,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",70,70,1681166157343,0
sona-41924,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,66,76,65,-1,0,-1,-8,5292.390755969114,1681189075259,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",76,76,1681189075259,0
sona-48343,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,37,44,52,-15,15,-15,1,7055.611957134312,1680847508870,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",44,42,1680847508870,0
sona-38942,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,66,69,70,-4,4,-4,-26,5653.675097463012,1680903221693,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",69,69,1680903221693,0
sona-43431,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,55,55,52,-3,0,-3,-1,5432.436053878831,1680929071630,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",55,52,1680929071630,0
sona-48011,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,35,43,43,-8,8,-8,3,5518.720523026161,1678910477916,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",43,43,1678910477916,0
sona-45727,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,13,17,15,-2,2,-2,0,7096.735627106028,1680800019516,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",17,17,1680800019516,0
sona-37273,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,86,92,67,-19,0,-19,-6,6287.125925377574,1681078563237,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",92,97,1681078563237,0
sona-38493,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,64,72,65,-1,1,6,-6,5654.393370103122,1680747697997,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",72,72,1680747697997,0
sona-47609,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,58,62,36,-22,0,-7,-15,5446.295763577264,1681159850546,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",62,62,1681159850546,0
sona-46761,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,69,76,78,-9,9,-9,1,5735.362439971186,1681008958278,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",76,76,1681008958278,0
sona-38187,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,53,58,60,-7,7,-7,2,6630.590377829222,1680821642226,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",58,58,1680821642226,0
sona-46673,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,40,44,0,-40,0,-37,-3,6264.193218591454,1678908040074,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",44,41,1678908040074,0
sona-48381,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,25,30,30,-5,5,-5,-11,5425.688258609218,1681077469559,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",30,30,1681077469559,0
sona-39153,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,59,66,60,-1,1,-1,-2,6710.051725172569,1680747236856,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",66,66,1680747236856,0
sona-45570,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,52,57,12,-40,0,-40,-21,6204.472781167573,1681102094711,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",57,57,1681102094711,0
sona-42962,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,53,57,48,-5,0,-5,-12,6054.501490198346,1678904615723,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",57,57,1678904615723,0
sona-46864,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,67,69,65,-2,0,-2,-5,6174.5881815130415,1681169064280,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",69,69,1681169064281,0
sona-44859,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,45,53,50,-5,5,-5,0,6268.508554747181,1680931412923,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",53,53,1680931412923,0
sona-44273,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,48,50,51,-3,3,4,-4,6430.491023001481,1680742306663,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",50,50,1680742306663,0
sona-45931,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,38,42,36,-2,0,-2,0,7152.143047893079,1681164157955,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",42,31,1681164157955,0
sona-42348,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,40,46,73,-33,33,-31,31,5369.564808975757,1681115614867,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",46,46,1681115614867,0
sona-31365,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,39,44,22,-17,0,4,-21,5628.047411342784,1680805191481,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",44,44,1680805191481,0
sona-45161,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,61,66,62,-1,1,-1,-8,5737.68359268353,1681098051952,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",66,62,1681098051952,0
sona-48303,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,41,46,39,-2,0,0,-2,6675.462394406265,1681080484110,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",46,46,1681080484110,0
sona-48092,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,29,35,27,-2,0,-2,0,5966.373553660536,1680826981858,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",35,35,1680826981858,0
sona-48138,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,20,22,15,-5,0,2,-7,7148.839137090259,1680759593072,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",22,22,1680759593072,0
sona-45136,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,50,55,45,-5,0,15,-20,7309.894797168071,1680740178647,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",55,55,1680740178647,0
sona-46278,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,30,39,39,-9,9,-9,9,5581.688084054265,1680804590953,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",39,39,1680804590953,0
sona-47469,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,70,75,75,-5,5,-5,2,6204.848286889582,1681160107719,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",75,75,1681160107719,0
sona-44496,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,37,41,41,-4,4,-4,2,7015.029159465777,1680739342107,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",41,41,1680739342107,0
sona-41293,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,68,74,75,-7,7,-7,-2,5957.636718835487,1678908349926,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",74,74,1678908349926,0
sona-45507,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,46,50,60,-14,14,-14,10,6490.470221336425,1680837851672,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",50,60,1680837851672,0
sona-48335,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,15,19,33,-18,18,-18,2,5509.414381421122,1680839534085,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",19,16,1680839534085,0
sona-48270,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,51,58,51,0,0,0,-1,5898.596346009532,1680734423075,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",58,58,1680734423075,0
sona-42606,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,82,87,63,-19,0,-19,-8,6653.983387486178,1678905269309,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",87,87,1678905269309,0
sona-41883,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,52,60,46,-6,0,-6,-6,5502.359516486844,1681158786207,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",60,60,1681158786208,0
sona-31328,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,51,59,60,-9,9,-9,0,7284.558266708805,1680742377867,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",59,59,1680742377867,0
sona-37478,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,81,83,50,-31,0,-31,-26,6403.636968892546,1680822406344,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",83,83,1680822406344,0
sona-45028,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,36,40,50,-14,14,-14,2,5229.778093944922,1680897016381,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",40,40,1680897016381,0
sona-44793,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,88,92,87,-1,0,-1,-12,6807.911550983676,1680888674563,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",92,92,1680888674563,0
sona-32050,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,41,50,45,-4,4,-4,-3,6136.329499933459,1678910578923,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",50,50,1678910578924,0
sona-45614,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,46,53,50,-4,4,-4,2,7332.2820992599,1680824282313,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",53,53,1680824282313,0
sona-47412,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8,12,12,-4,4,-4,4,7029.848100640631,1680829646008,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",12,12,1680829646008,0
sona-40763,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,57,58,56,-1,0,-1,-7,6754.581764655821,1680798921918,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",58,58,1680798921918,0
sona-33471,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,47,54,55,-8,8,-8,4,7248.018939594926,1678911310778,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",54,54,1678911310778,0
sona-48095,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,73,74,65,-8,0,1,-9,6090.673848953142,1680941169901,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",74,74,1680941169901,0
sona-48241,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,47,52,30,-17,0,5,-22,5509.513348683623,1681104098661,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",52,51,1681104098661,0
sona-44327,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,68,76,72,-4,4,-4,-4,6063.425796836756,1680832975276,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",76,79,1680832975276,0
sona-45062,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,73,75,75,-2,2,-2,2,6405.376017671437,1680903755194,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",75,75,1680903755194,0
sona-36409,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,26,28,28,-2,2,0,0,5614.5891332393185,1680847516727,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",28,28,1680847516727,0
sona-33522,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,15,19,9,-6,0,-6,-3,5875.6435631841405,1681100494814,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",19,19,1681100494814,0
sona-46770,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,66,69,53,-13,0,-13,-5,5934.523911646145,1680830072604,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",69,69,1680830072605,0
sona-48294,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,61,64,60,-1,0,-1,-13,7336.350980712273,1680828977134,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",64,64,1680828977135,0
sona-43437,unif,over,practice,2,receiver,100,0.5,5,21.9,honest,49,52,59,-10,10,-10,1,6734.687444619456,1680760617306,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",52,52,1680760617306,0
sona-40309,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,85,91,9,-76,0,-67,-9,6517.714501367607,1680815377283,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",91,91,1680815377283,0
sona-42508,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,33,40,54,-21,21,-7,7,5748.308742347099,1680761437468,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",40,40,1680761437468,0
sona-48040,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,68,76,81,-13,13,-13,5,6161.647937087058,1678908008099,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",76,79,1678908008099,0
sona-43499,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,64,69,65,-1,1,-1,-11,6854.771100344648,1680924210585,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",69,69,1680924210585,0
sona-47570,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,69,72,18,-51,0,-51,-10,5307.1340220156035,1680739477532,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",72,72,1680739477533,0
sona-48113,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,60,66,45,-15,0,-15,-17,5841.424505878353,1680894735078,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",66,66,1680894735078,0
sona-47659,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,55,61,61,-6,6,-6,-1,6613.71349472878,1680903091114,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",61,61,1680903091114,0
sona-48282,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,50,54,60,-10,10,-8,8,6964.576973756568,1680809901746,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",54,54,1680809901746,0
sona-39142,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,48,58,50,-2,2,2,-2,5579.010787812078,1680736810246,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",58,58,1680736810247,0
sona-47045,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,63,68,51,-12,0,-12,-13,6814.278681606959,1680796900823,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",68,68,1680796900823,0
sona-47946,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,47,49,17,-30,0,-13,-17,6812.842336626731,1678905161566,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",49,87,1678905161567,0
sona-38773,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,39,47,65,-26,26,-26,4,6385.244733739128,1678905026518,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",47,47,1678905026518,0
sona-39498,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,60,65,60,0,0,0,-5,5286.0597772933925,1680854201658,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",65,65,1680854201658,0
sona-36281,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,33,39,38,-5,5,1,-1,6298.5196268147865,1680821696746,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",39,39,1680821696747,0
sona-37490,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,95,100,55,-40,0,-24,-16,5378.564703077694,1678908232487,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",100,100,1678908232487,0
sona-42206,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,58,63,60,-2,2,0,0,5419.4620419940165,1680898615527,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",63,63,1680898615527,0
sona-35803,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,21,27,30,-9,9,-9,-6,6788.705998993211,1681001875941,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",27,27,1681001875942,0
sona-45594,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,61,67,69,-8,8,-8,7,7050.509737497576,1680758951968,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",67,67,1680758951968,0
sona-40329,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_small,16,24,28,-12,12,-12,7,5643.0435769648175,1680740942668,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",24,28,1680740942668,0
sona-43505,unif,over,practice,2,receiver,100,0.5,5,8.1,dishonest_big,48,54,10,-38,0,-38,-7,6030.045170080344,1680747738874,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",54,10,1680747738874,0
sona-46140,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,63,69,65,-2,2,-2,2,6946.734757233173,1680830237294,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",69,69,1680830237294,0
sona-47881,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,64,72,70,-6,6,-5,5,6086.741173140852,1680746767448,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",72,72,1680746767448,0
sona-41797,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,53,58,64,-11,11,-11,10,6986.990090779995,1681184968767,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",58,58,1681184968767,0
sona-40240,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,69,76,72,-3,3,-3,-1,7318.889782636997,1678908797781,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",76,72,1678908797781,0
sona-42787,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,14,19,19,-5,5,1,-1,7396.563471757997,1680923947508,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",19,19,1680923947508,0
sona-41851,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_small,76,84,90,-14,14,-14,-22,6937.189811564349,1681164300074,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",84,84,1681164300074,0
sona-45281,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,57,66,60,-3,3,-1,1,6678.456318781249,1681143022951,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",66,66,1681143022951,0
sona-27014,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,52,56,50,-2,0,-2,-6,6415.42204438569,1678904444909,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",56,56,1678904444909,0
sona-42790,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,56,63,65,-9,9,-9,5,6558.16817611307,1678912180540,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",63,63,1678912180540,0
sona-46803,unif,over,practice,2,receiver,100,0.5,5,0.3,honest,54,58,50,-4,0,5,-9,6745.456647022371,1681085026444,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",58,58,1681085026444,0
sona-43528,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_big,72,76,50,-22,0,-15,-7,5212.51594199779,1681029917156,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",76,76,1681029917156,0
sona-39620,unif,over,practice,2,receiver,100,0.5,5,8.1,honest,53,59,59,-6,6,-6,-2,7310.9838788463985,1680884472266,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",59,59,1680884472266,0
sona-36185,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,31,33,33,-2,2,2,-2,7089.1593733466325,1680742689221,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",33,33,1680742689221,0
sona-44740,unif,over,practice,2,receiver,100,0.5,5,0.3,dishonest_small,70,77,56,-14,0,-14,-5,5167.081212087116,1681078834489,"How many <b class=""r"">red</b> marbles did your opponent report drawing?",77,77,1681078834489,0
