subjID,cost,goal,exptPart,trialNumber,roleCurrent,marblesSampled,probRed,practiceLambda,trialLambda,instructedLambda,drawnRed,reportedRed,inferredRed,playerTrialScore,oppTrialScore,playerTotalScore,oppTotalScore,waitTime,responseTime,catchQuestion,catchKey,catchResponse,catchTime,trialTime
sona-42693,unif,over,practice,1,sender,100,0.5,5,0.3,honest,54,42,40,0,-14,0,-14,2114.279515316759,1680758643908,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",54,51,1680758643908,0
sona-47887,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,12,12,8,0,-4,0,-4,2337.143086166626,1678907543311,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",12,12,1678907543312,0
sona-41007,unif,over,practice,1,sender,100,0.5,5,8.1,honest,52,57,48,0,-4,0,-4,2949.7420153901603,1680759467112,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",52,6,1680759467112,0
sona-32529,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,39,54,49,10,-10,10,-10,2623.0167065085325,1680818047338,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",39,39,1680818047339,0
sona-43493,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,35,36,32,0,-3,0,-3,3049.0952938083087,1680741416974,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",35,35,1680741416974,0
sona-47983,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_big,52,61,55,3,-3,3,-3,2705.131307814872,1678904725043,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",52,52,1678904725044,0
sona-41441,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,73,64,61,0,-12,0,-12,2439.855801820414,1680737643191,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",73,73,1680737643192,0
sona-38309,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,50,50,44,0,-6,0,-6,2209.8211030092075,1678910498505,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",50,50,1678910498505,0
sona-45639,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,31,44,40,9,-9,9,-9,2939.474699143037,1680754268595,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",31,31,1680754268596,0
sona-41800,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,16,35,31,15,-15,15,-15,3127.274405110902,1680842742858,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",16,16,1680842742859,0
sona-38020,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,68,65,64,0,-4,0,-4,3211.2795325278976,1681075691557,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",68,62,1681075691558,0
sona-45005,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,45,57,52,7,-7,7,-7,3217.619660049641,1680736351264,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",45,45,1680736351264,0
sona-45588,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,9,12,11,2,-2,2,-2,3146.084754036044,1680998920431,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",9,9,1680998920431,0
sona-40335,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,47,66,63,16,-16,16,-16,2098.535863667506,1681112452477,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",47,3,1681112452478,0
sona-47223,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_big,37,40,33,0,-4,0,-4,3215.8784184744345,1680896117163,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",37,47,1680896117163,0
sona-41318,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,37,44,38,1,-1,1,-1,2347.4527021431295,1680888670499,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",37,35,1680888670499,0
sona-34920,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,47,69,63,16,-16,16,-16,3075.2277723788734,1680755788725,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",47,47,1680755788726,0
sona-46936,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,94,77,75,0,-19,0,-19,3094.474619232391,1680912833398,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",94,97,1680912833398,0
sona-48181,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,71,63,55,0,-16,0,-16,2232.2857613797546,1680827007283,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",71,29,1680827007284,0
sona-46920,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,56,52,42,0,-14,0,-14,2282.482820140498,1681143617683,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",56,51,1681143617683,0
sona-38554,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,62,62,58,0,-4,0,-4,2160.84845307057,1680831348120,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",62,62,1680831348120,0
sona-38104,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,64,49,46,0,-18,0,-18,2621.074955004809,1681166115463,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",64,64,1681166115464,0
sona-41924,unif,over,practice,1,sender,100,0.5,5,0.3,honest,71,67,63,0,-8,0,-8,2746.7402579742234,1681189030810,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",71,71,1681189030811,0
sona-48343,unif,over,practice,1,sender,100,0.5,5,8.1,honest,77,69,63,0,-14,0,-14,2672.6492441289715,1680847439434,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",77,23,1680847439435,0
sona-38942,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,76,53,46,0,-30,0,-30,2813.6993773164477,1680903177422,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",76,76,1680903177423,0
sona-43431,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,71,73,70,0,-1,0,-1,2235.131927291812,1680929020913,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",71,79,1680929020914,0
sona-48011,unif,over,practice,1,sender,100,0.5,5,8.1,honest,37,37,32,0,-5,0,-5,2874.7007065268035,1678910440793,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",37,37,1678910440793,0
sona-45727,unif,over,practice,1,sender,100,0.5,5,0.3,honest,29,30,27,0,-2,0,-2,2527.0291355927216,1680799978953,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",29,48,1680799978954,0
sona-37273,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,29,29,23,0,-6,0,-6,2268.34265392866,1681078516007,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",29,29,1681078516007,0
sona-38493,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,58,65,65,7,-7,7,-7,2430.933693610168,1680747657326,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",58,58,1680747657326,0
sona-47609,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,16,36,31,15,-15,15,-15,3027.0730756617468,1681159791739,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",16,16,1681159791740,0
sona-46761,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,60,60,52,0,-8,0,-8,2563.425463588156,1681008929696,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",60,60,1681008929696,0
sona-38187,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,44,44,39,0,-5,0,-5,2937.3244856506,1680821598058,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",44,44,1680821598059,0
sona-46673,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,41,45,44,3,-3,3,-3,2063.657807101925,1678908005969,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",41,41,1678908005970,0
sona-48381,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,74,58,58,0,-16,0,-16,2202.8703083348346,1681077422792,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",74,71,1681077422792,0
sona-39153,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,27,27,24,0,-3,0,-3,2428.271659408144,1680747210291,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",27,27,1680747210292,0
sona-45570,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,33,15,12,0,-21,0,-21,2097.068333162249,1681102048868,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",33,33,1681102048868,0
sona-42962,unif,over,practice,1,sender,100,0.5,5,21.9,honest,18,13,6,0,-12,0,-12,2351.524833353504,1678904506590,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",18,18,1678904506590,0
sona-46864,unif,over,practice,1,sender,100,0.5,5,0.3,honest,22,22,17,0,-5,0,-5,2673.6848234485387,1681169008829,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",22,22,1681169008830,0
sona-44859,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,30,32,25,0,-5,0,-5,2951.4593192297325,1680931363504,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",30,30,1680931363504,0
sona-44273,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,23,34,30,7,-7,7,-7,2296.7457024277137,1680742244346,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",23,30,1680742244347,0
sona-45931,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,46,51,46,0,0,0,0,2869.6862981410604,1681164087281,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",46,46,1681164087281,0
sona-42348,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,65,75,67,2,-2,2,-2,3119.430338078972,1681115557560,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",65,65,1681115557560,0
sona-31365,unif,over,practice,1,sender,100,0.5,5,8.1,honest,23,49,44,21,-21,21,-21,2168.08096872243,1680805133282,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",23,23,1680805133282,0
sona-45161,unif,over,practice,1,sender,100,0.5,5,8.1,honest,64,59,55,0,-9,0,-9,2125.2817005317947,1681097992716,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",64,59,1681097992717,0
sona-48303,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,38,43,40,2,-2,2,-2,2985.799320125495,1681080341241,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",38,48,1681080341242,0
sona-48092,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,82,88,82,0,0,0,0,2149.5327465854652,1680826930790,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",82,84,1680826930791,0
sona-48138,unif,over,practice,1,sender,100,0.5,5,0.3,honest,76,90,83,7,-7,7,-7,3067.3584519799992,1680759489652,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",76,76,1680759489653,0
sona-45136,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_big,57,82,77,20,-20,20,-20,2474.1546186846954,1680740124381,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",57,51,1680740124382,0
sona-46278,unif,over,practice,1,sender,100,0.5,5,0.3,honest,68,74,68,0,0,0,0,2909.215765688275,1680804511129,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",68,68,1680804511130,0
sona-47469,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,72,72,69,0,-3,0,-3,2633.1298189628687,1681160000376,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",72,72,1681160000376,0
sona-44496,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,69,69,67,0,-2,0,-2,3168.1167470160062,1680739305045,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",69,31,1680739305045,0
sona-41293,unif,over,practice,1,sender,100,0.5,5,21.9,honest,67,63,58,0,-9,0,-9,3154.3958788593663,1678908282988,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",67,67,1678908282989,0
sona-45507,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,70,70,66,0,-4,0,-4,2228.7947893083247,1680837794618,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",70,70,1680837794618,0
sona-48335,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,55,43,39,0,-16,0,-16,2157.498264314074,1680839466651,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",55,56,1680839466652,0
sona-48270,unif,over,practice,1,sender,100,0.5,5,21.9,honest,37,44,36,0,-1,0,-1,2114.3417628165207,1680734373856,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",37,37,1680734373857,0
sona-42606,unif,over,practice,1,sender,100,0.5,5,21.9,honest,65,62,57,0,-8,0,-8,2723.6392719185787,1678905223269,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",65,63,1678905223270,0
sona-41883,unif,over,practice,1,sender,100,0.5,5,8.1,honest,35,34,29,0,-6,0,-6,2627.517048079204,1681158756321,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",35,35,1681158756321,0
sona-31328,unif,over,practice,1,sender,100,0.5,5,0.3,honest,80,75,71,0,-9,0,-9,2847.108254494865,1680742302905,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",80,75,1680742302906,0
sona-37478,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,60,40,34,0,-26,0,-26,2331.483845149166,1680822357997,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",60,60,1680822357998,0
sona-45028,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,35,29,23,0,-12,0,-12,2827.0704885290643,1680896984657,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",35,50,1680896984658,0
sona-44793,unif,over,practice,1,sender,100,0.5,5,21.9,honest,59,52,47,0,-12,0,-12,3058.3059864378647,1680888617861,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",59,59,1680888617862,0
sona-32050,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,44,44,37,0,-7,0,-7,3096.896546142634,1678910548063,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",44,44,1678910548064,0
sona-45614,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,56,59,54,0,-2,0,-2,2450.7526896435343,1680824232645,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",56,57,1680824232645,0
sona-47412,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_big,10,17,10,0,0,0,0,2626.220612472383,1680829593342,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",10,10,1680829593343,0
sona-40763,unif,over,practice,1,sender,100,0.5,5,8.1,honest,60,60,53,0,-7,0,-7,3022.79920711042,1680798902341,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",60,60,1680798902341,0
sona-33471,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,79,76,75,0,-4,0,-4,2224.7499787613215,1678911253150,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",79,79,1678911253150,0
sona-48095,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,60,72,69,9,-9,9,-9,2327.9550560627067,1680941118315,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",60,60,1680941118315,0
sona-48241,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,62,89,84,22,-22,22,-22,3153.73846001196,1681104039242,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",62,61,1681104039242,0
sona-44327,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,39,37,31,0,-8,0,-8,2192.413778337106,1680832898088,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",39,39,1680832898089,0
sona-45062,unif,over,practice,1,sender,100,0.5,5,8.1,honest,48,52,48,0,0,0,0,2711.5518551647083,1680903698783,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",48,48,1680903698784,0
sona-36409,unif,over,practice,1,sender,100,0.5,5,0.3,honest,66,71,68,2,-2,2,-2,2611.5574482322672,1680847463359,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",66,50,1680847463360,0
sona-33522,unif,over,practice,1,sender,100,0.5,5,0.3,honest,46,53,43,0,-3,0,-3,3021.1408553715405,1681100446699,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",46,46,1681100446699,0
sona-46770,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,43,40,38,0,-5,0,-5,3038.9075702736645,1680830004488,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",43,43,1680830004488,0
sona-48294,unif,over,practice,1,sender,100,0.5,5,0.3,honest,70,60,57,0,-13,0,-13,2663.8382320411683,1680828946940,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",70,70,1680828946940,0
sona-43437,unif,over,practice,1,sender,100,0.5,5,21.9,honest,44,44,35,0,-9,0,-9,2275.256648164793,1680760583545,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",44,48,1680760583546,0
sona-40309,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,19,33,28,9,-9,9,-9,2345.5600953153025,1680815328802,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",19,19,1680815328803,0
sona-42508,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,36,54,50,14,-14,14,-14,2080.6746041517185,1680761390790,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",36,36,1680761390790,0
sona-48040,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,49,49,41,0,-8,0,-8,2187.694512980989,1678907946458,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",49,45,1678907946459,0
sona-43499,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,69,63,57,0,-12,0,-12,2779.514876251912,1680924101313,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",69,68,1680924101314,0
sona-47570,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,41,36,31,0,-10,0,-10,2983.1994974077843,1680739421757,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",41,36,1680739421757,0
sona-48113,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,61,52,44,0,-17,0,-17,3224.0952705639643,1680894668046,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",61,62,1680894668047,0
sona-47659,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,53,53,46,0,-7,0,-7,2675.59835355277,1680903017772,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",53,48,1680903017773,0
sona-48282,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,37,41,39,2,-2,2,-2,2993.2733239213676,1680809836907,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",37,37,1680809836907,0
sona-39142,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_big,69,77,73,4,-4,4,-4,2274.6022858716187,1680736763580,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",69,69,1680736763581,0
sona-47045,unif,over,practice,1,sender,100,0.5,5,0.3,honest,43,36,30,0,-13,0,-13,2275.0811809570796,1680796834153,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",43,43,1680796834153,0
sona-47946,unif,over,practice,1,sender,100,0.5,5,0.3,honest,81,100,98,17,-17,17,-17,2301.613689578184,1678905099426,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",81,2,1678905099426,0
sona-38773,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,90,75,68,0,-22,0,-22,3048.8799979396154,1678904978676,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",90,90,1678904978676,0
sona-39498,unif,over,practice,1,sender,100,0.5,5,0.3,honest,78,78,73,0,-5,0,-5,2533.177680567723,1680854146382,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",78,22,1680854146382,0
sona-36281,unif,over,practice,1,sender,100,0.5,5,8.1,honest,73,84,79,6,-6,6,-6,2205.963800479279,1680821626569,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",73,74,1680821626570,0
sona-37490,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,51,70,67,16,-16,16,-16,2399.940612991323,1678908106992,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",51,51,1678908106992,0
sona-42206,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,64,69,66,2,-2,2,-2,3172.428347037294,1680898570925,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",64,64,1680898570925,0
sona-35803,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,72,61,57,0,-15,0,-15,2240.8612848852717,1681001827792,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",72,70,1681001827793,0
sona-45594,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,64,65,63,0,-1,0,-1,2107.310149512011,1680758913921,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",64,64,1680758913921,0
sona-40329,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_small,41,42,36,0,-5,0,-5,2323.3075413816955,1680740922487,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",41,20,1680740922487,0
sona-43505,unif,over,practice,1,sender,100,0.5,5,8.1,dishonest_big,77,75,70,0,-7,0,-7,2198.227369606663,1680747709492,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",77,2,1680747709493,0
sona-46140,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,37,42,37,0,0,0,0,2831.8941761506076,1680830170273,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",37,37,1680830170273,0
sona-47881,unif,over,practice,1,sender,100,0.5,5,8.1,honest,51,55,52,1,-1,1,-1,2863.3822069081125,1680746718314,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",51,51,1680746718314,0
sona-41797,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_small,74,74,73,0,-1,0,-1,2298.361372535337,1681184893273,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",74,74,1681184893274,0
sona-40240,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,28,28,24,0,-4,0,-4,2128.0513654250626,1678908753690,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",28,28,1678908753691,0
sona-42787,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_big,66,76,72,6,-6,6,-6,2592.2835775603744,1680923906269,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",66,66,1680923906272,0
sona-41851,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_small,94,61,58,0,-36,0,-36,3143.2320866398004,1681164220591,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",94,94,1681164220591,0
sona-45281,unif,over,practice,1,sender,100,0.5,5,8.1,honest,25,30,27,2,-2,2,-2,2897.575733354942,1681142961918,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",25,25,1681142961919,0
sona-27014,unif,over,practice,1,sender,100,0.5,5,8.1,honest,48,45,42,0,-6,0,-6,2424.6108933916685,1678904404553,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",48,45,1678904404554,0
sona-42790,unif,over,practice,1,sender,100,0.5,5,8.1,honest,45,46,41,0,-4,0,-4,2508.3250785025225,1678912133435,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",45,55,1678912133435,0
sona-46803,unif,over,practice,1,sender,100,0.5,5,0.3,honest,30,45,39,9,-9,9,-9,2063.2639634146517,1681084977817,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",30,30,1681084977817,0
sona-43528,unif,over,practice,1,sender,100,0.5,5,0.3,dishonest_big,55,66,62,7,-7,7,-7,2600.574510399592,1681029873133,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",55,55,1681029873133,0
sona-39620,unif,over,practice,1,sender,100,0.5,5,8.1,honest,62,61,54,0,-8,0,-8,2177.017026704606,1680884425981,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)?",62,62,1680884425982,0
